key,speaker,translation
7271f9e9b21e5401,Alexander,龙族历史错综复杂。装饰性纹章<size=85%>常常<size=70%>由龙佩戴，<size=55%>以表明所属家族！<size=40%>这是其文化<size=35%>与家族传承的有趣标志。在下常思忖是否该继续佩戴。<size=20%>但在龙族传说中，文化与家族纽带被视为重要之物！故在下必须遵循。<size=10%>水。土。火。气。很久以前，四大国和谐共处。然而火烈国的进攻改变了一切。
0006b6926947b91b,Kobold,您能再说一遍吗？
b6d573339ec0b66b,Alexander,啊，失礼，在下对此类事物颇为热衷。
9909f3ea3dffb93e,Alexander,阁下喜欢在下的纹章，在下甚为欣慰。
e5bccc3a053371ce,Alexander,……不
f33ca08a17779409,Alexander,<i>哦。</i>在下想在下还没准备好。
170ebd10775afd58,Alexander,在下……不确定今天想用这个。
72f9c6536242f235,Kobold,如果您需要有人倾诉，我随时都在。
67410be84ad1b8ac,Kobold,这里交给我，您别担心。
5b207ccbfd5d5679,Conrad,不……不用，没事的……谢了。
b2139b5e4dc27f14,Conrad,……谢了……
b841443b4a7e3b82,Conrad,嘿……谢谢你陪着我……
02febaeeb5306c30,Conrad,有能靠得住的朋友，真好。
7ff77420c3518210,Conrad,……我还以为我们是好哥们儿，我们老在一起干那事！
13a3bd02487dab16,Conrad,我搞不懂……
861f99e073cd06e2,Conrad,我装得挺横，其实就是条小龙……
e375cf5dd6f03d34,Conrad,他们做得太过了。
19aa373fb830a05c,Kobold,天哪，您受伤了！
c7e055a695603f2b,Kobold,您还好吗？
e4e0397bea6600f5,Conrad,嘿……那个，我就想洗个澡。
e36f54f748a69d3e,Kobold,……好，请进
e17652524a905f18,Conrad,……完事了？我还脏着呢……
44aa54eec876d22e,Kobold,啊，抱歉
85d8ae405abc5722,Kobold,哎呀
d0b060d51bc87feb,Conrad,……完事了？我还一身泡沫呢……
5a208b2886d87937,Conrad,你们这儿也做“特殊收尾”吗？
d61259269b75dec9,Kobold,那是什么？
8aff5108a050bcfa,Kobold,是的！
1ea442a134b2a184,Kobold,不
335bcdceb30ec6b8,Conrad,不不，老兄，这个你必须得做。我给的钱可不少！
2f7cc8c297b8d283,Conrad,太棒了！等着看你的手艺！
9d1528cc1118e4dd,Conrad,怎么？好店都做这个！
e51f82fb1e4773ad,Conrad,<size=140%> 爽死了！
6d721d6e2ad2ae1c,Conrad,<size=100%> 他妈的太舒服了！
6d4db2b6b39822b2,Conrad,哦，操，爽。
8fc6411ffc04a8f3,Conrad,继续。
d892eb1f696177b4,Conrad,这地方该翻新一下了，我知道它缺什么！
0eaacb4d2b730370,Conrad,我认识个人，明天就能送份礼物过来，让这儿焕然一新。
eb8e96751da9e008,Phone,我们收到了您关于坐架的申请！
4369749a5a3394e9,Kobold,什……？
339397c0d1c1f21f,Phone,今早已经送到了，应该就在大门附近。
f1968abec4612ffb,Phone,请用撬棍打开，然后放进储藏室，可以吗？
474ab3afa218a5df,Kobold,好的！
435c7e974ca94c84,Phone,很好。祝您度过<i>高效</i>的一天。
a8ee5e15400fc208,Conrad,那个……约会。我想我快想去约个会了！
3ee865676f6e4c99,Kobold,是吗？
f2f6817fb49621c2,Kobold,我很乐意！
82ddb728ff9d18a9,Conrad,我在想，下周找个时间出去？
fc253d9eb67cd473,Kobold,听起来不错。
9a03666243082379,Kobold,我不介意！
67f68a72462bca9b,Conrad,太好了！
45ec6449f36fb5b9,Conrad,下次我来洗澡的时候，咱们就去。
ee6194b2fabfafdc,Kobold,我很期待！
38c7fbb586ed7788,Kobold,就这么定了。
cf5ea034da108d57,Conrad,嗯……这可比那些浆果强多了。
395b9d676b6c01c5,Conrad,哦——现在？行，我来。
307f6f92f16156e7,Conrad,哈啊……这他妈是最棒的一次洗澡。
9c4eeb4a7cc4c1e1,Conrad,嘿！坐架！太爽了。
e6071cb4e7c448c8,Conrad,我和莱恩，今晚八成要去约会了。
9ee7e6a6ebccf907,Conrad,你有什么建议吗？
f7af2bd25c827e3d,Kobold,做您自己就好！
a58248b820567c49,Kobold,一定要洗得干干净净。<size=70%><i>嘿嘿。
528e2755301df89e,Conrad,我在尽力了。
71cfcccd17dc37fc,Conrad,目前为止还不错，对吧？
93a2ca86985333fe,Kobold,我觉得是！
55842427ae2db4e3,Kobold,如果莱恩那样的人都对您感兴趣，那您做得很好。
162762064c5d0461,Conrad,哈。要是有条狗头人能给我洗澡就好了。
4ae6d6619b0245f7,Kobold,要是有就好了。
6267e98361c404ca,Kobold,<i>我会把您洗得一尘不染。
7c0c5a4da3de6046,Conrad,说正经的，你洗得绝对是最好的。
207d91f2342e8d0c,Conrad,谢了。人靓心情就好！
51bfc34995242b1a,Conrad,操……你真懂怎么伺候一条龙！
c96d891724f6aacb,Conrad,哈……现在要给我撸？行啊。
28a96495be7701ea,Conrad,该死……每次都这么舒服。
cda9c08deb782b6e,Conrad,<i>哦哦哦。</i>坐架？太好了，哥们儿。
76777c9ea422832b,Conrad,嘿，帅哥
0b7efee62380b6cd,Conrad,我看着怎么样？
060982be63865e2c,Kobold,非常酷
b6fff34d007d61c9,Kobold,呃……
806a4d3418ed236d,Conrad,对吧！我就是！
4bd075c280186208,Conrad,不过不适合约会。
777560a71762cf9b,Conrad,那就为今晚的约会洗干净吧。
364ea49c3b6c9895,Conrad,哈！
3ef6b1f5eeda632e,Conrad,开个玩笑。
ec760ba3440257aa,Conrad,好，那就为今晚的约会洗干净吧。
300d848a1b6703e2,Kobold,得把您洗得一尘不染！
c38c5771c6cf6118,Conrad,我也是。
260d7e3607c0eca1,Conrad,嘿……那当然。
d875bd1d6febfd53,Conrad,我劲头十足。
a652a464f67481de,Conrad,我之前提的那家酒吧，位子已经订好了。
ce3783abd13119b6,Conrad,晚上那氛围真他妈绝了。
18ed0c57d649df67,Conrad,你会喜欢的。
9ec8a28e82bf29dd,Conrad,嘿——。
ce0517f9b97181e5,Kobold,什么事让您心情这么好？
67beed0c39e205b4,Kobold,嘿，康拉德！
9560e52eac466c54,Conrad,我和莱恩的约会……
f1afc0e7b46c4e3f,Conrad,真他妈棒！
4b512432c16ce478,Conrad,抱歉来晚了。我的睡眠乱套了。
258282b3a0c1182a,Conrad,不过我就是来洗个澡的。
b67855af6a6d0c66,Kobold,您得赶紧把莱恩的事全都告诉我。
9ab1cc314a249eac,Kobold,好的！我去开门。
1d28eb42dcdd879d,Conrad,别担心。我会的。
ab4070df9f9d3980,Conrad,<size=140%>嘿，<size=100%>想洗个澡。
8597b1ea1423580d,Kobold,嘿，康拉德。
3ed1272125c54574,Kobold,这么晚了，什么风把您吹来了？
d90de33a2137108a,Conrad,对，是我。
2ca9d5b1cf89ccc8,Conrad,今晚要去市里。得洗得一尘不染。对了……
f5ebf2a456433609,Conrad,听说了你和那个蓝色大块头的事。叫莱恩来着？
061d649bf4c733b7,Conrad,肯定玩得不错吧。
4193e2b4730c89ad,Conrad,希望顺利。
63ecf81d4e111712,Kobold,很顺利！谢谢关心。
0c7c795d2dd5eb76,Kobold,挺顺利的。
7b42e92a68e914e0,Conrad,那就好。
ae61bf1949b59852,Conrad,好了！
25ba5fd876754270,Conrad,康拉德要洗澡！
9333db61bcc08052,Conrad,全干净了……
8b45593ada7894a3,Conrad,你知道这意味着什么。
53e54ad7b23e6757,Kobold,约会之夜！
4f319a155b3e572c,Kobold,我得先关店——
f030a371b944e9be,Conrad,那当然！
f3296c9825518630,Conrad,你关店的时候我去给你占位子。
c215e512d572e96c,Conrad,我知道，我去给你占位子！
22d803e60de439a9,Conrad,好了！我准备好了。
092af5ec90bd21c7,Conrad,今晚我在酒吧等你！
e079ff157877ea28,Conrad,我看你每个角落都洗到了！
6749954edebda844,Conrad,我这就不碍你事了。
2bc72fd03dd6d9e7,Conrad,谢谢你这么晚还让我进来。
f001e3ed4df7e0ee,Kobold,不客气！
9d4a6cd35afcc17e,Kobold,随时欢迎您，康拉德。
5e4e2c64bc630fa1,Conrad,嗯……我会调整一下作息的……
5c58c3e6d4c7dc65,Conrad,谢了。我每次来这儿都很开心。
163137d1bff25904,Conrad,总之，能去开个门吗？
94d29a68cf0c8c31,Conrad,夜生活可不会自己开始！
311729708567a9d6,Kobold,完成了！
84da55b8523dba73,Kobold,<i>您一尘不染。
2bde145654bd4a8f,Conrad,看来是。
af144d6cb4daa5e6,Conrad,太好了。
8c873098ac0042a6,Conrad,谢谢你这么晚还给我洗澡。
028e30f8adf6e6ad,Conrad,你和莱恩的事得随时告诉我，行吗？
a398eca1fb8d9924,Conrad,总之……
234fc4abfc8d8619,Conrad,让<i>大C</i>出去吧！
a53a782390260e09,Kobold,大C……？
8e369560d1581070,Kobold,好的，康拉德。
f6b30f28e561466d,Conrad,呃……这外号还是算了。
ac2b2c6605839727,Conrad,哈……是啊……
fc66fcc7fd7d0e4d,Conrad,行，回见！
63b786e95b90bc5e,Conrad,那么。今晚。
1032684d93c794bf,Kobold,嗯？
85fec70372b092bb,Conrad,对。
6a74a80cafdccde8,Conrad,你该期待的。
06318559748ee640,Conrad,你绝对会喜欢。
6c4d5b09c5034364,Conrad,那一带的灯光也很棒。
95e9b7e01259ac1e,Conrad,真的很有气氛。
66e39f6379268a82,Kobold,把气氛留到今晚吧！
f9ae65b8ce359331,Conrad,哈。行吧。
1d1baaa8db27cb04,Conrad,对了。
ff84a4b13b8be2a4,Conrad,等我洗干净，就先出发去把位子准备好。
1598446fc49cdf80,Conrad,莱恩真是条好龙。
e2e3e43114ab1531,Kobold,他确实是。
03e1d33ec4a7f6e8,Kobold,怎么说？
73f5014bc8782ad4,Conrad,是啊，他对我特别好。
953a9b287930c86a,Conrad,他……很体贴。也特别善解人意。
41d3eda9c195fe48,Conrad,刚认识他的时候，我又犯了老毛病。
42fb7bc16778c0a5,Conrad,……说实话，有点混蛋。
66ad79997bc62825,Conrad,他就是……知道该说什么，把我拉了回来。
7f8b591142c62352,Kobold,真好！
98e27e864ef9bcd4,Kobold,莱恩是个贴心的人
7d6c8c039970d352,Conrad,是啊……他真的很棒。
5e25d0f2371f53e0,Conrad,谢谢你把他介绍给我。
189bf8eff795718a,Conrad,嘿，抱歉来晚了。
cf69f255df6f95af,Kobold,没关系。我大概一小时后才关门。
3aa0d9279bff43d9,Kobold,您什么时候来都行！
f135fa715daf4f0c,Conrad,啊。那好，我收回那句抱歉。
1af4464c602a423a,Conrad,哎，谢谢。
b127befdbae1da68,Conrad,你和莱恩的约会。
e00a5000d0f2cd2a,Conrad,那事怎么样。
9912569ea696f8ed,Kobold,康拉德！
7bd3b05552e5bd75,Kobold,哦。呃。<size=70%>挺好的。
051b72b94276cf81,Conrad,嘿，问问又没什么！
d5e5e7ee92b23759,Conrad,听起来是挺好的。
83e2bb850a49b35e,Conrad,哈，我猜也是。
9f69f9b215b926ee,Conrad,你确实很会用手。
2c910bcdb2651bf0,Conrad,我嫉妒了！
9e8a396c1742ffde,Conrad,……不是那种怪怪的意思。
06b2c581e253753a,Conrad,人家都说我那玩意儿很粗，是真的吗？
ba07cdd711c7d570,Kobold,哎呀
f2ea9d36d2c4032f,Kobold,我见过更大的
25cdc596cd23bedb,Conrad,你该摸摸帮我确认一下
c3565cd77a3dcba9,Conrad,但不是这个体型上的吧？？
bc1e29287f60b297,Conrad,你好啊，老兄！
f7a29676d9621163,Conrad,康拉德要洗澡，有空位给他吗？
8339b88ae51a85f6,Kobold,有，这边请。
d474060b980dd4bb,Kobold,我们可以腾个位子。
255d982b3d4c772e,Conrad,太棒了！
d391aece578e396f,Conrad,"<gradient=""yellow - orange""><size=140%>嘿！ </gradient><size=100%>这儿是洗澡的地方吧？"
89714ef9a2dd4db5,Conrad,我得洗得一尘不染。看来你就是干这个的。<size=70%> 哈。
198e07bd20a7e40b,Kobold,嗯，这边请。
6c70580a9b88273d,Conrad,好。不过得先开门。让康拉德进去！
ed1060b120921b51,Conrad,你有急救包吗？
33b8a4a45ccc09d4,Kobold,发生什么事了！？
0a1daca6a7ffe060,Kobold,天哪，康拉德。您还好吗？
20e5d8710e635ec0,Conrad,我没必要告诉你。
20e7bf03f9acda80,Conrad,所以，你到底有没有急救包？
b5df9715ed2e91ed,Conrad,我看着像没事吗？
b91e8be1b03d1b61,Conrad,不。我不好。你到底有没有急救包？
f974998c16103aa0,Kobold,有，我有一个。
8ca82a3bb03f138c,Kobold,有。但是，发生什么事了？
a94b34f629b2029a,Conrad,快……开门就是了。
c2ce80cda53b3e12,Conrad,嘿，大哥。
ef92f8b9796dcaad,Kobold,我是……狗头人。
3faf8798d815fbcc,Kobold,嗨，康拉德。
fe810d1ef6bbca3f,Conrad,呃……对。
fe59e121f203b436,Conrad,嘿。对。是我。
a911f2d8e77038c7,Conrad,看来你收到货了，嗯？
403e617f71fdbd7d,Conrad,那些打开的箱子里是什么？
2fa26a557574f06d,Kobold,我收到了一个坐架。
ba689238087b547e,Kobold,是您要的坐架。
a1d3f8d9c7e16f54,Conrad,<size=160%>太爽了！
24f5fb4981989960,Conrad,<size=100%>我是说——不错。
086c8ec178979d9b,Conrad,快让我进去！我想试试那玩意儿！
8b742c36f3da7059,Kobold,好吧……
c2ac4efff25192d6,Conrad,别……说得那么勉强。
faa0b4a641d866a4,Conrad,走起来吧～！
d22e2236304b2ef0,Kobold,什么事让您这么开心？
6183e901a5a22ddc,Kobold,嘿，康拉德！
3c0eb60cca3b1422,Conrad,嘿，大狗头人。
ad13467d89f77645,Conrad,你是不是弄了……
25aab860a8266c4c,Conrad,今天鳞片不一样了？<size=70%><i>有这种说法吗……？ </i><size=100%>你今天挺好看的。
42e1b9a73c953f33,Kobold,谢谢！那些……黏糊糊的是什么？
be118711068118d5,Kobold,哈。康拉德，您也很好看。
a4008861bf24c47d,Kobold,没有这种说法……不过谢谢您！
a951e05bf8506af1,Conrad,浆果。
765af85f1bd7eafe,Conrad,总之，
199e91c738a75b4c,Conrad,那当然！
926069483fd35835,Conrad,哈哈……是啊。我不太习惯夸人。
8c9dc9229a7630ce,Conrad,我就想快速洗个澡……能用上坐架就更好了。
5fae46a5c8669c29,Kobold,好的！我去开门。
daa08f627cbbfb9e,Conrad,对——不过你愿意才行！
20ee725c28fb397e,Conrad,我尽量不逼人。
374fe9cc22a15007,Kobold,哎，我去给您开门。
ae53715099e0d53d,Conrad,莱恩！我见到他了。
caefb85b87a51126,Kobold,真好！那些……黏糊糊的是什么？
0452c0f1847f4a72,Kobold,怎么样？
940b2bb279fbfd8a,Conrad,谢谢你让我和莱恩认识。
6c42e3202026a3e8,Conrad,说实话，非常顺利。
91b34251e9ff7711,Conrad,我从没想过他那样的会是我的菜……
abc0fe0ceed24339,Kobold,您得全都告诉我。
ab20df82132f07cc,Conrad,我会的。我就想快速洗个澡，今天也想用用坐架。
17c5f180de5a8348,Conrad,得为莱恩<i>练练</i>，你懂我意思吧。
106f99c061d35f26,Kobold,好——好。我去开门。
f71200a57e2d1d7a,Conrad,怎么了？热身很重要的！
65bee50d904e101d,Conrad,嘿嘿。还好你开着门。
4d5dda82efc31458,Conrad,想冲个澡。也想用用坐架。
0ecdd0ec4c0cf66c,Kobold,哦，好的。
3252727dec6314c5,Kobold,那些……黏糊糊的是什么？
91bc8d1d6dc8cdb7,Conrad,嘿。对。
1aced2f074444bdc,Kobold,哦。好，我去开门。
c571db95fc1e4f78,Conrad,啊，洗干净了，也轻松了。
e374c1b3adfa0cf8,Conrad,谢了老兄，明天见。
9b363afaa9dc8a5f,Conrad,我还脏着呢！
d7bb84bfc322967e,Conrad,我还一身泡沫呢！
2edaf16ee5b742a8,Conrad,洗得还行。
882508b81f97e7cf,Conrad,不过我去过的其他洗澡店至少都有坐架
51335374627e92a3,Kobold,抱歉……
598e348ffe7cc978,Kobold,我会订一个的，我保证！
3eba607f0573bf98,Conrad,别道歉！去弄个坐架！
4e52b9a8b0ae1335,Conrad,有自尊的洗澡师都知道怎么取悦一条龙。
25d0b6008550c533,Kobold,好的。我会订一个坐架。
2e92d12d86bf03a5,Conrad,好。行，放我出去吧。
426726c5d08284a8,Conrad,好，你最好这样。要是我回来还没有……
28c3830dac3b9c5b,Kobold,这是威胁吗……？
fac432bdcfb4b753,Conrad,呃，不是，我只是会非常非常失望。
ee7433c3dd161b65,Conrad,总之——放我出去。
7f9f3c8d0db46cbf,Conrad,我已经感觉好多了。
d4a62b147d5a622b,Kobold,身体上还是心理上？
0d49a74e82a2356a,Conrad,都有。
7e30c436a9112ecd,Conrad,你……挺好的。
229bd072e07a3d53,Conrad,我是认真的。真的。
ba15304b6e669701,Kobold,我只是做了我觉得对的事。
1fb463b57138c081,Kobold,我觉得您也挺好的。改变自己很难。
56c81331bdf0858e,Conrad,希望我能从中学到点什么。
3e2cb05f5d39c6e5,Conrad,谢了，但我会变得更好。我保证。
8a3ca437a0d6d164,Conrad,我不碍你事了……
c90e3d1d20fadd0f,Conrad,我一定会再来的。
6f64e0cc9b162541,Conrad,嘿，那个。我在想
dd5acacdb6c59489,Conrad,现在问可能有点奇怪。不过嘛。
7f39f874a107d858,Conrad,你知道什么好玩的地方，或者可以一起混的人吗？
df48dbfe82678dea,Kobold,"<gradient=""gold""><b> 我认识一条龙，莱恩。要我介绍你们认识吗？ </b></gradient><size=70%>（解锁康拉德/莱恩的关系，或莱恩恋爱线）"
7b870878852ee72d,Kobold,"<gradient=""gold""><b> 我不介意和您一起玩…… </b></gradient><size=70%>（解锁康拉德恋爱线）"
ac6820f366b18b44,Conrad,另一条龙？我平时不太合群……
de6f58682bdaacf9,Kobold,不会的。莱恩是个贴心的人。
d4185d9f80a34228,Kobold,别担心，他人很好。
9df619228ba627fc,Conrad,好吧。那我想试试。
d88679eede302f8e,Kobold,下次见到他我一定问问。
7984d45df6290f6c,Kobold,我觉得他会喜欢新的您！
bf35fcb679c816dd,Conrad,谢了。真的很感激
d32db8ee98680d0f,Conrad,希望如此。我真的想和谁重新开始。
8623a4b26a9521d8,Conrad,不过我可能得走了。
30dcd5391100eeba,Conrad,谢谢你的建议！
f1ad7345d30997b4,Kobold,不用谢。我去开门。
404cba15a4acdcfe,Kobold,当然。
8bf9f7d2ecce0105,Conrad,哦哦哦。
8929fe2569ae7455,Conrad,我想我会喜欢的！
2358a2257260501f,Conrad,你挺辣的。
c650e0aadadba99c,Conrad,……也很好。
296f2ab03f8676ef,Kobold,我也觉得您很特别。
7e00e03a0df3736e,Conrad,这……是你第一次对我“汪”。
c2599750a4dd9247,Kobold,狗头人语里，这是“你做得很好”的意思。
6f2ff920e860570d,Conrad,哦……哈。我喜欢。
8b7bdfb88553e72f,Conrad,听你这么说我很高兴。
e8ae0da9edb0a314,Conrad,那么。约个会怎么样？
781cbcfcd7920f3f,Kobold,有点快……不过我觉得可以！
5f9a2b795615ba6a,Kobold,好。
508f3cf175389841,Conrad,我想试试！
c282dd1133ff96d4,Conrad,好！那我晚点再来。
bfc65061708379d6,Kobold,<size=70%><i> 天哪，我刚和一条龙约上了。
cf78ef26075ae223,Kobold,好！我去开门。
6b8aa4fb55221728,Conrad,嗯？
c395eb5878798c08,Kobold,哦！没什么。我去开门。
102e28eb7d17c7dd,Conrad,哦，好。谢了。
ca518354e1f14735,Conrad,好，谢了。
4012236175bc195e,Kobold,您应该全干净了！
5fa2cf3854ecc8d9,Kobold,我想就这样了。
2ce654e6ba32ebb8,Kobold,洗干净的您真好看！
d6d9eff64b0d7187,Kobold,<i>我喜欢往您身上喷水。
feda452e0c677f41,Kobold,好了！应该完成了。
e2956ac74f8acb8e,Kobold,我想每个角落都洗到了。
ad0500f8d2500c0f,Conrad,一如既往地一尘不染。
297d60c9e5c25580,Conrad,对了，我想好去哪儿了。
fad448038cd06268,Kobold,怎么了？
f22c7f64f7e136d4,Conrad,市里有家俱乐部。“翼”。我一直很喜欢那儿。
5dcbc1f451fcc29d,Conrad,我在那一带算是个人物。
99c9d7ee0966d8d1,Conrad,我能给咱们弄到看演出<i>最好</i>的位子。
02f6a5560835daa6,Kobold,哈，好啊。我加入。
7137eb7d65d8f4d8,Kobold,哦哦，那您肯定是个大人物。
60c5caff4aee58e9,Conrad,操，哥们儿，我太兴奋了。
d37d98f486ba54c5,Conrad,我这就开始准备。
bf3d9317290e56b0,Conrad,下次我来的时候就订好位子了！
f11ccc8c0bd5ecbc,Conrad,能去开个门吗？
ffcc816df16993e6,Conrad,那当然。
c25790cd739260fd,Conrad,你才是大人物
b18d301dab41755f,Conrad,抱歉我不会调情。能开个门吗？
0fa2abeece5fd3de,Conrad,对！我感觉干净了。
1b5f2f27de868c08,Conrad,嘿，那个，你觉得我和莱恩<i>真的</i>能成吗？
5bc10e8175dc9422,Kobold,我希望能。
3da3a77980cb9eb9,Conrad,希望你是对的。
43e42fb816f1d2c2,Conrad,对，我也是。他人真的很好。
603a3749013e876b,Conrad,经历了那么多，很难不紧张……
189f4f64972cc1fe,Conrad,不过我可是个狠角色，没问题的。
40b8366766a655d6,Conrad,希望吧。
dde93c3f47e98763,Conrad,不过我们第一次见面很棒！
0a47996c4c389f39,Kobold,是吗？跟我说说！
589c19f0d1fb2d81,Kobold,太好了！第一次约会是什么时候？
56345c46f3840a46,Conrad,他给我打了电话，我们见了面。他真他妈好。
080824870e4c7a15,Conrad,他说我很随和，我们约好了约会……
75cf2f29bcbf5908,Conrad,所以我才来这儿！洗完澡就去见他。
35b34afec858433c,Conrad,洗完澡就去！
d925b0f0ac6611e6,Conrad,我们要去一家海鲜店——
5421d19c6a9cd188,Conrad,俱乐部的位子我已经订好了。
6ffd2844813c419e,Kobold,那我得赶紧放您出去！
d547385bcae74ca2,Kobold,我替您高兴。我去开门！
9458fe24a9152c2b,Conrad,哈……是啊，我很期待。
83a4b4bd32149db8,Conrad,谢了，我也很期待。
6fe24a5cf11acb37,Conrad,对！一如既往地干净。
8f0378325ead68c7,Conrad,你和莱恩有什么计划吗？
a12011af4e943fb2,Kobold,还不确定。
c3393181a97b4208,Kobold,我在想近期约个会。
5ef95c64f52e6263,Conrad,好吧。你俩看着确实挺配的。
6d8a46a5e1da81ef,Conrad,我真心希望一切顺利！
1884386d93b6fccd,Conrad,对！那就太棒了。
c5cace2191af6925,Conrad,你俩真的很配……
9e806b93dd0d48fe,Conrad,希望一切顺利。
83a8afa550485db4,Conrad,应该就这样了，能去开个门吗？
8dc7f14f91542fe7,Conrad,所以你和莱恩，嗯？
498cb71ee3e20098,Kobold,哦，对！
37d827f8025ee687,Kobold,他很帅。
64db0ca49ca9563d,Kobold,他是我梦中的龙。
bdfc096fee84c4fb,Conrad,我替你高兴！
cb24c38318e64595,Conrad,听起来是。
0e5b54a94da4725b,Kobold,您呢？有让您心动的人吗？
5f9173229e51d947,Kobold,是的，我也很开心。
68fa6f383249196c,Conrad,算有吧！我最近出门多了。
e589607da4e2983d,Conrad,认识了一只狮鹫。跟我差不多大……
d69f5ee422fdf377,Conrad,我觉得他喜欢我。
9aab87987aca7783,Conrad,……<i><size=70%>至少我喜欢他。
88b86bef7b86a770,Conrad,对，他看着挺对我胃口的。
b6d2d6ccb52c5166,Conrad,哦，天！你真够大胆的！
e5c48d779d6422b5,Kobold,唔！（对！）
e0ecc38d8bbe3790,Conrad,嘴里有东西别说话
fcfcfc2c31be11e5,Conrad,准备好了吗？
6b426873374bb7a4,Kobold,再等一会儿
91213ceb7548b8dc,Kobold,准备好了！
72e3cb39cf4a181a,Conrad,康拉德想撑多久就能撑多久
3f2d1b3f808a4ec7,Conrad,你准备好了我随时可以放开
46438371960f0974,Kobold,还没。
d893ccbfc95475bc,Kobold,来吧！
aa1a7618e29e4482,Conrad,嘿，我没意见！
aa116a5879e94072,Conrad,我服了。
45a9ad3bf69b0498,Conrad,准备好回俱乐部了吗？
4db30f4a0f40d350,Kobold,我觉得好！
d7e01674d2776085,Conrad,我真不知道你是怎么做到的。
9b277d164ba8a630,Conrad,不过我没意见。
73433af885509f84,Conrad,太爽了
10069c101bcc95c1,Conrad,……！
82d37703a9140210,Conrad,该死，你真会用手。
95be71f702fae4a6,Kobold,哈……<size=70%> 是啊。
b60c2f975eedb833,Kobold,当然。我可是<i>专业的</i>。
f9e0d3cba1f3548e,Conrad,狗头人知道自己喜欢什么，总是件好事。
0eb2a1e25a35e85e,Conrad,我也是。
83d081eadc40b86b,Conrad,专业被撸的。
5dffcc40132f0ec4,Conrad,现在我盯上坐架了……
45c2b89acdcfd55d,Conrad,让我试试！
57725c300be82fa5,Kobold,哦好。我去拿。
1976e7477a26b680,Kobold,好的！
9e50b8e48f012f1f,Conrad,太好了
81b18a3cc2f69ea7,Conrad,呼。
748b06c5c3f0552b,Conrad,刚才。
e92da2c203110197,Conrad,刚才<i>真舒服</i>。
bcd00a8f7b94c7f1,Kobold,您刚才真是拼了。
67d7d2492d388d84,Kobold,您看起来很享受。
65e7a40050eb4acf,Conrad,我一向如此～
5c9126f1405a306c,Conrad,当然享受！
91181a317c2e2e2c,Kobold,那就好……接下来呢？
ae7bb31b012d1f51,Conrad,接下来，第二轮！
18b0b44df315e792,Kobold,又来……？
f395d053e5dcf326,Conrad,不不，你是持证洗澡师对吧？
5117686f8d936e47,Conrad,说明你知道怎么动手！
a441237f7aea8d53,Kobold,哦。<size=70%>好吧。
d2e773775c5bf598,Kobold,好。我这就来。
d126a37255fb8144,Conrad,哈。对。<size=70%><i>洗澡学校还教怎么给龙撸，真不错……
fba1924f5f79713e,Conrad,好吧，祝你能用手把我全握住。
37950c8a8db90865,Conrad,你要是把坐架给我放好，我就上。
8f224115163c0dbe,Conrad,嘿，用手弄我那儿——很舒服！
785bfdcdb6a67739,Conrad,那个，能开下门吗？
c1dc3477631255b7,Conrad,我喜欢你选的坐架。能拿过来吗？
100bc339b65689dd,Conrad,那么。你要给我撸吗？
7e079188b55eb03d,Conrad,谢了。真他妈舒服。
b9778eb1fe076168,Conrad,哈！坐架在这儿！
86b1b615d536c6c9,Conrad,那<size=90%>么<size=80%>么<size=70%>么<size=60%>么……<size=100%>我不脏。但我<i>～很脏～</i>你懂吧？
449244744c8bbd8a,Kobold,所以您来就是为了……
f8c28806b84cad3d,Kobold,对。不算太贵。
cd4ecc87775c0780,Conrad,干点什么，最好再来个手活。
01e3f480dfe7930d,Conrad,来个手活，再干这个坐架。
7f9240260973e0ce,Kobold,您……真直接。
e0b48878cb57c01f,Conrad,那当然！我知道我很……
1bd882b6a6343777,Conrad,不错。
557321787688acff,Conrad,总之。现在就用这玩意儿！
78e9c032e409d82d,Conrad,哈，好。来给它开开光！
87e002767e44df8e,Conrad,那<size=90%>么<size=80%>么<size=70%>么<size=60%>么……<size=100%>我在想
2d6d31d664759240,Conrad,你们这儿也做<i>特殊收尾</i>吧？
906e9b3e20a54dc2,Kobold,我们这儿每次收尾都很特殊！
c41cb150dfd261d8,Kobold,是说……那方面的事吗？
d704d8fd39dffd37,Conrad,呃……那不是——
c9ce0c4dd28236fa,Conrad,你们这儿会让大块头的龙，<size=60%>比如我，<size=100%>射出来吗？
daac14e0bc00f0ad,Kobold,哇——呃——<size=80%>哦。<size=60%>我们不——
824dda92c5ffbad9,Kobold,哦，不做。
b778e4a7f32732fb,Conrad,什么！？太糟了！你们连坐架都没有……？
96b0e7561e23fcbb,Kobold,呃……<size=60%>没有？
175ccc13192756d4,Conrad,那你最好弄一个！
fcc67c51c62fb4e9,Conrad,至少你还能用手。嘿。
a29919179016a4e8,Conrad,是吗？我连坐架都没看见。
6ec80eb8deb5afd8,Kobold,哦……对，我们没有。
22706d3faee3b165,Kobold,不，我们这儿不提供那种服务。
4a8d1297fbe8f246,Conrad,真可惜。最好改改。
4356fa179bb80e09,Conrad,我真是个白痴。
d886f3d923f9c796,Conrad,这种破事我一直在避免！
ea8c1853a7d5966c,Kobold,您想说说发生了什么吗……？
bded00d07cb1e457,Kobold,很抱歉您受伤了……
02f000041eb5ab82,Conrad,才不！太丢人了。
58356b98fdf40dc3,Conrad,我不需要你的同情！
